JobTitle,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus,TotalPay
Manager,Male,57,4,Masters,Administration,4,143189,6321,149510
Graphic Designer,Male,63,5,PhD,Engineering,1,105800,7822,113622
Software Engineer,Male,63,5,College,Operations,2,124871,7327,132198
Data Scientist,Male,23,3,High School,Sales,3,83894,6922,90816
Manager,Female,45,2,High School,Management,5,144146,6340,150486
Marketing Associate,Female,46,4,PhD,Sales,2,69268,7106,76374
Sales Associate,Male,63,5,High School,Sales,1,85948,7646,93594
Software Engineer,Male,20,2,PhD,Engineering,4,92289,6643,98932
Financial Analyst,Male,45,4,High School,Operations,2,75397,6490,81887
Software Engineer,Male,65,4,High School,Engineering,1,102597,5937,108534
Sales Associate,Female,63,4,PhD,Engineering,3,127561,7552,135113
Warehouse Associate,Male,26,3,High School,Sales,3,72945,7279,80224
Software Engineer,Male,60,3,PhD,Management,5,145632,6439,152071
Marketing Associate,Female,36,3,Masters,Sales,3,77223,5272,82495
Manager,Male,63,5,Masters,Operations,1,130093,6416,136509
Marketing Associate,Male,33,3,PhD,Administration,2,53220,5153,58373
Warehouse Associate,Female,41,3,College,Engineering,3,92080,6897,98977
Graphic Designer,Female,55,3,College,Sales,5,118762,6545,125307
Sales Associate,Female,21,2,College,Operations,5,85398,7113,92511
Data Scientist,Male,31,3,College,Operations,1,75227,6027,81254
Data Scientist,Male,41,3,Masters,Administration,4,104314,6611,110925
Manager,Male,27,3,High School,Operations,1,83262,6884,90146
Data Scientist,Female,55,3,Masters,Administration,4,123172,5797,128969
Data Scientist,Male,41,4,PhD,Administration,1,67040,7412,74452
Warehouse Associate,Male,33,3,College,Administration,1,77655,6581,84236
Data Scientist,Female,46,3,College,Administration,3,107476,6182,113658
Software Engineer,Male,45,4,Masters,Operations,2,89811,6471,96282
Graphic Designer,Male,47,3,College,Administration,5,106893,7958,114851
Software Engineer,Male,58,4,Masters,Engineering,5,154039,7304,161343
Warehouse Associate,Male,64,4,High School,Operations,3,116774,6160,122934
Software Engineer,Male,40,2,High School,Management,2,98281,5646,103927
Marketing Associate,Female,18,3,High School,Engineering,2,34208,6620,40828
Software Engineer,Male,42,3,Masters,Engineering,5,121821,6499,128320
Software Engineer,Male,30,2,Masters,Engineering,5,113122,6060,119182
Software Engineer,Male,39,4,PhD,Management,1,92154,7642,99796
Manager,Male,31,3,PhD,Engineering,2,110643,7291,117934
Data Scientist,Female,34,3,PhD,Administration,1,82345,7211,89556
Data Scientist,Male,32,3,PhD,Sales,4,103908,8109,112017
Marketing Associate,Female,24,3,High School,Engineering,3,49303,6615,55918
IT,Female,46,4,High School,Operations,3,98456,7177,105633
Warehouse Associate,Male,49,3,PhD,Operations,4,94927,6274,101201
Software Engineer,Male,30,2,College,Administration,5,76654,6696,83350
Manager,Male,46,4,Masters,Sales,1,107859,6989,114848
Manager,Female,53,4,High School,Operations,3,129885,7314,137199
Graphic Designer,Male,62,5,Masters,Sales,1,85702,6556,92258
Financial Analyst,Female,63,4,Masters,Operations,1,97797,5239,103036
Manager,Male,18,1,Masters,Management,5,115567,4775,120342
Sales Associate,Female,30,3,High School,Administration,4,91566,6996,98562
Sales Associate,Female,61,3,PhD,Management,4,131608,6537,138145
Sales Associate,Male,58,4,PhD,Administration,3,118888,7438,126326
Graphic Designer,Male,55,4,College,Sales,2,75833,6942,82775
Financial Analyst,Female,36,3,College,Engineering,2,65750,6177,71927
Graphic Designer,Male,65,4,College,Management,4,123371,6931,130302
Marketing Associate,Female,49,4,Masters,Sales,3,76806,6662,83468
Warehouse Associate,Male,38,3,College,Management,3,83774,7127,90901
Warehouse Associate,Female,22,1,PhD,Operations,5,114733,6290,121023
Financial Analyst,Male,22,3,PhD,Administration,2,69320,6765,76085
Sales Associate,Male,51,3,PhD,Operations,4,110746,5947,116693
Graphic Designer,Male,61,4,Masters,Engineering,2,105632,6394,112026
Manager,Male,62,4,PhD,Engineering,1,117648,4765,122413
Driver,Female,21,1,PhD,Management,4,89170,6722,95892
Sales Associate,Male,28,3,College,Management,3,85986,8160,94146
Financial Analyst,Male,32,4,Masters,Sales,3,78132,8035,86167
Manager,Male,57,4,Masters,Operations,3,135073,6898,141971
Driver,Female,52,4,High School,Operations,1,78751,6258,85009
Software Engineer,Male,64,5,High School,Sales,2,118231,7440,125671
Data Scientist,Male,58,5,High School,Operations,1,86651,7250,93901
IT,Female,36,3,PhD,Management,3,75518,6711,82229
Data Scientist,Male,44,3,Masters,Management,3,114693,6832,121525
Financial Analyst,Male,39,3,Masters,Engineering,4,116875,5479,122354
IT,Male,23,4,PhD,Administration,1,64468,8113,72581
Marketing Associate,Male,40,2,PhD,Sales,5,116834,5516,122350
Marketing Associate,Female,18,2,Masters,Management,5,75294,6496,81790
Graphic Designer,Female,63,3,College,Management,5,127608,6558,134166
Financial Analyst,Female,43,3,College,Sales,5,116069,6432,122501
Driver,Female,50,3,High School,Engineering,2,86122,6295,92417
Warehouse Associate,Male,23,2,College,Management,4,81988,7160,89148
Warehouse Associate,Female,22,2,Masters,Sales,2,68300,5953,74253
Manager,Male,60,4,College,Sales,2,148178,6777,154955
Financial Analyst,Female,50,3,PhD,Operations,2,94590,5327,99917
Sales Associate,Female,33,2,College,Engineering,4,87418,6430,93848
Warehouse Associate,Male,25,3,College,Administration,1,68384,7443,75827
Manager,Male,48,3,PhD,Operations,1,106056,4161,110217
Software Engineer,Male,35,2,Masters,Management,3,110886,6228,117114
Graphic Designer,Female,37,2,Masters,Management,3,104082,5477,109559
IT,Female,43,3,Masters,Management,4,94354,7052,101406
Warehouse Associate,Male,53,3,PhD,Engineering,5,128669,6866,135535
Financial Analyst,Male,40,3,PhD,Sales,3,88725,6243,94968
Manager,Male,56,3,Masters,Engineering,4,149771,5495,155266
Financial Analyst,Male,45,4,Masters,Management,2,98535,8001,106536
Data Scientist,Female,57,4,PhD,Sales,1,90713,6552,97265
IT,Male,33,3,College,Management,3,88749,7433,96182
Graphic Designer,Male,49,3,Masters,Operations,5,126100,6336,132436
Manager,Male,23,3,College,Sales,3,110594,6753,117347
Manager,Male,60,4,College,Management,3,157644,7213,164857
Manager,Female,41,3,PhD,Management,1,113009,6812,119821
Financial Analyst,Male,20,2,PhD,Engineering,4,105601,5943,111544
Financial Analyst,Male,56,4,High School,Engineering,3,100769,6453,107222
Warehouse Associate,Male,38,3,High School,Administration,2,82244,6020,88264
Marketing Associate,Female,55,4,High School,Administration,2,72030,5569,77599
Driver,Female,20,1,College,Management,3,66203,5627,71830
Driver,Female,34,2,High School,Management,3,67210,5662,72872
Manager,Female,32,2,PhD,Management,2,115383,5878,121261
Graphic Designer,Female,49,3,PhD,Engineering,4,120697,7205,127902
Graphic Designer,Male,29,3,PhD,Operations,2,70311,6235,76546
Data Scientist,Female,49,3,College,Engineering,4,125770,7301,133071
Warehouse Associate,Male,33,1,College,Engineering,5,100465,5520,105985
Software Engineer,Male,30,2,College,Administration,4,83264,6251,89515
Warehouse Associate,Male,61,3,PhD,Engineering,4,126375,6630,133005
Driver,Male,25,3,College,Engineering,1,43076,5829,48905
Data Scientist,Female,37,2,College,Sales,5,97846,7198,105044
Sales Associate,Female,24,2,Masters,Management,3,76522,6900,83422
Driver,Male,42,3,PhD,Operations,4,111726,5989,117715
Sales Associate,Male,55,4,College,Administration,3,112188,6689,118877
Data Scientist,Male,35,2,College,Operations,5,98959,6572,105531
Sales Associate,Female,35,2,College,Management,4,87131,6356,93487
IT,Male,40,3,College,Administration,3,77881,5569,83450
IT,Male,36,3,Masters,Engineering,2,65225,6462,71687
Driver,Male,30,4,Masters,Operations,1,78472,8439,86911
Financial Analyst,Male,58,4,College,Operations,4,126269,6490,132759
Warehouse Associate,Male,61,3,High School,Management,3,106233,5792,112025
IT,Female,37,3,High School,Sales,2,56656,5914,62570
IT,Female,42,3,High School,Engineering,2,70157,6016,76173
Data Scientist,Female,41,2,PhD,Engineering,2,98366,6398,104764
Manager,Male,59,4,College,Engineering,2,127013,6124,133137
Software Engineer,Male,53,3,High School,Management,3,106146,6618,112764
Manager,Male,22,2,Masters,Operations,4,90736,6219,96955
Graphic Designer,Male,44,3,PhD,Sales,1,66611,5924,72535
Manager,Male,57,3,PhD,Operations,5,150914,5982,156896
Graphic Designer,Male,30,2,Masters,Management,4,70559,6497,77056
Data Scientist,Female,33,3,College,Sales,1,73798,6224,80022
Graphic Designer,Male,22,2,High School,Sales,3,69734,5383,75117
Marketing Associate,Female,52,3,High School,Sales,3,94763,5668,100431
Financial Analyst,Female,23,2,College,Administration,5,101534,6861,108395
Graphic Designer,Male,23,1,PhD,Management,5,91504,5136,96640
Sales Associate,Female,19,1,College,Management,4,90426,5020,95446
Manager,Male,20,2,Masters,Operations,3,100183,6363,106546
IT,Female,62,4,College,Operations,2,99369,6746,106115
Graphic Designer,Female,40,3,College,Operations,1,55845,6616,62461
Financial Analyst,Female,26,3,College,Administration,2,48570,6604,55174
Data Scientist,Male,56,3,Masters,Engineering,3,98165,5470,103635
Data Scientist,Female,57,3,Masters,Operations,3,113274,6186,119460
Software Engineer,Male,23,2,Masters,Engineering,3,95754,6596,102350
Data Scientist,Male,27,2,College,Engineering,1,57915,4584,62499
Manager,Male,53,4,College,Sales,2,121506,6122,127628
Manager,Male,37,3,Masters,Management,1,121151,5934,127085
Marketing Associate,Female,46,3,College,Management,3,86241,5814,92055
Data Scientist,Male,40,2,Masters,Management,2,87682,4152,91834
Software Engineer,Male,42,2,College,Administration,3,114029,6842,120871
IT,Male,43,3,College,Management,1,67323,4680,72003
Data Scientist,Male,28,3,High School,Management,2,68049,6660,74709
IT,Male,39,3,High School,Engineering,4,93335,5243,98578
Driver,Female,55,3,PhD,Operations,2,100433,5090,105523
Marketing Associate,Female,62,3,PhD,Operations,5,123242,5453,128695
Sales Associate,Female,32,2,PhD,Administration,2,87585,6476,94061
IT,Female,18,2,Masters,Sales,1,45747,4890,50637
Marketing Associate,Female,41,3,High School,Administration,2,36972,7058,44030
Sales Associate,Female,29,3,High School,Management,3,64754,7377,72131
IT,Female,44,2,PhD,Operations,5,132267,5679,137946
Driver,Male,53,3,PhD,Administration,3,111043,5838,116881
Warehouse Associate,Male,25,2,Masters,Engineering,1,58130,6327,64457
IT,Male,27,3,PhD,Operations,3,90542,7554,98096
Manager,Male,40,2,College,Administration,2,124891,5436,130327
Marketing Associate,Female,54,3,PhD,Engineering,5,112507,7460,119967
Marketing Associate,Female,64,4,College,Sales,5,100316,6010,106326
Software Engineer,Male,63,3,PhD,Engineering,2,134757,5944,140701
Manager,Male,42,3,College,Sales,4,125339,6019,131358
IT,Female,62,4,College,Management,3,111120,6536,117656
Data Scientist,Female,36,3,High School,Operations,3,76523,7122,83645
Driver,Female,50,3,College,Operations,2,91160,5863,97023
Manager,Male,28,3,College,Sales,2,105795,6179,111974
Financial Analyst,Female,18,2,High School,Operations,2,66935,6508,73443
Sales Associate,Male,19,1,PhD,Management,3,75238,5308,80546
Data Scientist,Female,55,2,Masters,Sales,5,138365,5359,143724
Software Engineer,Male,42,2,College,Management,1,103978,5146,109124
IT,Male,65,4,Masters,Sales,5,165229,6506,171735
Warehouse Associate,Male,54,2,Masters,Engineering,4,118322,5224,123546
Graphic Designer,Male,39,2,Masters,Operations,5,106883,5831,112714
Marketing Associate,Female,45,2,High School,Management,2,59006,5876,64882
Manager,Male,30,1,PhD,Engineering,4,125164,5888,131052
Software Engineer,Male,53,4,High School,Operations,1,89225,5751,94976
Driver,Male,63,4,High School,Sales,2,101716,5881,107597
Marketing Associate,Female,45,3,Masters,Sales,3,74305,7126,81431
Marketing Associate,Female,30,3,Masters,Administration,1,38451,5562,44013
Graphic Designer,Female,48,1,High School,Operations,5,113465,3846,117311
Sales Associate,Female,27,2,College,Operations,2,66377,5803,72180
Financial Analyst,Male,31,3,PhD,Engineering,1,79142,5445,84587
Graphic Designer,Female,20,1,Masters,Operations,4,55569,5236,60805
Graphic Designer,Male,60,4,Masters,Engineering,1,97240,5412,102652
Manager,Female,25,1,Masters,Management,5,119033,6381,125414
Marketing Associate,Female,65,3,Masters,Administration,5,106315,5618,111933
Driver,Male,24,2,College,Engineering,3,81301,5713,87014
Software Engineer,Male,23,1,PhD,Management,2,79462,4673,84135
IT,Female,28,1,PhD,Sales,5,105598,5380,110978
Data Scientist,Male,30,2,College,Operations,3,72497,6452,78949
Financial Analyst,Female,23,1,High School,Management,4,78084,5598,83682
Graphic Designer,Male,50,3,Masters,Management,1,84803,5406,90209
Graphic Designer,Female,18,2,College,Administration,1,41603,6092,47695
Driver,Female,47,2,Masters,Operations,2,78002,5175,83177
Warehouse Associate,Male,56,3,Masters,Administration,2,79274,4618,83892
IT,Male,20,2,PhD,Management,1,49622,5452,55074
Sales Associate,Male,62,3,College,Management,3,129620,5608,135228
Software Engineer,Male,36,2,High School,Administration,4,87848,5166,93014
Driver,Male,24,2,College,Management,3,51906,6274,58180
Sales Associate,Female,44,2,High School,Engineering,3,81866,5183,87049
Financial Analyst,Male,24,2,PhD,Engineering,3,71590,5845,77435
Warehouse Associate,Male,19,2,High School,Sales,2,63928,4998,68926
Driver,Male,44,4,High School,Administration,4,83333,7113,90446
Marketing Associate,Male,49,3,High School,Administration,4,92797,5405,98202
Financial Analyst,Male,36,3,PhD,Operations,1,93067,5103,98170
Graphic Designer,Male,22,2,High School,Sales,3,72422,5697,78119
Driver,Male,59,3,College,Operations,3,120159,4265,124424
Data Scientist,Female,39,3,Masters,Operations,3,91711,6775,98486
Marketing Associate,Female,50,3,Masters,Sales,5,93805,6044,99849
Marketing Associate,Female,58,3,Masters,Operations,5,109931,5878,115809
Marketing Associate,Female,42,2,College,Administration,5,88365,4668,93033
Financial Analyst,Male,58,4,Masters,Operations,3,104744,6425,111169
Warehouse Associate,Female,44,3,High School,Administration,1,79334,6505,85839
Driver,Male,41,2,Masters,Administration,4,95795,4898,100693
Financial Analyst,Female,58,3,PhD,Engineering,1,98512,4548,103060
Data Scientist,Female,33,2,High School,Operations,4,78910,5927,84837
Manager,Male,22,1,College,Management,2,103156,6277,109433
Driver,Male,35,2,High School,Administration,5,92760,4826,97586
Warehouse Associate,Female,42,1,PhD,Operations,5,125574,5688,131262
Data Scientist,Male,62,4,College,Operations,3,93742,6580,100322
Sales Associate,Male,50,2,Masters,Engineering,5,124470,5454,129924
Software Engineer,Male,51,2,Masters,Engineering,3,132323,4872,137195
Sales Associate,Male,22,1,High School,Sales,4,70595,5234,75829
Software Engineer,Male,32,2,College,Operations,1,71278,4701,75979
Data Scientist,Male,33,2,High School,Engineering,2,53855,4980,58835
IT,Male,35,1,College,Management,4,98423,3879,102302
Software Engineer,Male,47,2,Masters,Operations,4,126239,5396,131635
Sales Associate,Male,53,2,Masters,Management,5,101133,4700,105833
Warehouse Associate,Male,23,1,High School,Administration,4,92516,5866,98382
Data Scientist,Male,49,3,College,Administration,3,93320,7236,100556
Warehouse Associate,Female,45,1,High School,Administration,5,106963,5084,112047
IT,Female,26,1,PhD,Sales,5,111770,5345,117115
IT,Male,33,2,Masters,Engineering,5,106584,5426,112010
Marketing Associate,Female,26,2,High School,Operations,3,57672,6476,64148
Warehouse Associate,Male,50,3,Masters,Administration,1,90612,5913,96525
Graphic Designer,Female,35,2,High School,Engineering,5,97768,7233,105001
Financial Analyst,Male,31,2,PhD,Administration,3,82790,5826,88616
Graphic Designer,Female,50,3,Masters,Administration,1,76103,5173,81276
Financial Analyst,Male,38,3,Masters,Administration,1,84628,5680,90308
Warehouse Associate,Female,59,2,College,Management,2,93441,5499,98940
Marketing Associate,Male,42,2,Masters,Management,5,110636,5239,115875
Data Scientist,Female,55,3,PhD,Administration,1,108366,5108,113474
Manager,Male,38,2,Masters,Management,3,135106,5066,140172
Warehouse Associate,Female,55,2,PhD,Administration,3,85453,5135,90588
Graphic Designer,Male,54,3,High School,Management,3,100160,5562,105722
Data Scientist,Female,48,2,College,Administration,3,79765,5329,85094
Manager,Male,48,2,PhD,Engineering,4,157169,5798,162967
Financial Analyst,Female,63,3,PhD,Engineering,3,129683,5754,135437
Financial Analyst,Female,20,1,College,Management,2,76908,4756,81664
Financial Analyst,Female,53,3,High School,Management,1,93696,5029,98725
Driver,Male,40,3,High School,Sales,2,88230,5512,93742
Sales Associate,Female,46,2,Masters,Management,2,83095,5284,88379
IT,Female,26,2,College,Sales,3,81325,5647,86972
Warehouse Associate,Female,62,2,PhD,Engineering,2,102106,5195,107301
Graphic Designer,Female,43,1,PhD,Engineering,1,80635,4322,84957
Marketing Associate,Female,32,2,College,Sales,3,73404,5038,78442
Data Scientist,Male,44,3,High School,Sales,1,83674,4854,88528
IT,Male,62,3,Masters,Engineering,4,118314,4892,123206
Graphic Designer,Female,57,2,Masters,Sales,5,133741,4925,138666
Software Engineer,Male,50,3,PhD,Sales,1,119522,4650,124172
Sales Associate,Male,40,2,High School,Administration,3,84592,4635,89227
Sales Associate,Male,64,3,PhD,Sales,2,121589,5133,126722
Manager,Female,28,1,High School,Engineering,4,104329,4962,109291
Warehouse Associate,Male,24,1,College,Engineering,3,71371,5220,76591
Data Scientist,Male,59,4,Masters,Sales,1,96582,6350,102932
Data Scientist,Male,62,3,PhD,Sales,3,108778,4357,113135
Driver,Male,63,3,PhD,Management,4,128520,6151,134671
Sales Associate,Female,34,1,High School,Management,5,102745,6303,109048
Manager,Female,62,4,Masters,Administration,3,146008,6235,152243
Marketing Associate,Female,44,2,PhD,Management,2,68364,4076,72440
Driver,Male,31,2,High School,Administration,4,62753,5735,68488
Data Scientist,Female,27,1,High School,Administration,5,96584,5293,101877
Software Engineer,Male,32,1,College,Engineering,5,128680,4677,133357
Manager,Male,55,2,College,Management,5,152710,6107,158817
Software Engineer,Male,36,1,High School,Operations,5,109136,4572,113708
Data Scientist,Female,53,2,PhD,Operations,2,102265,4760,107025
Marketing Associate,Female,33,1,High School,Management,5,81249,4845,86094
IT,Female,56,3,Masters,Management,2,101791,6083,107874
Marketing Associate,Female,62,4,College,Sales,1,77584,4524,82108
Driver,Female,36,1,Masters,Administration,3,88175,5004,93179
Data Scientist,Female,21,1,PhD,Engineering,2,65816,6817,72633
IT,Male,33,2,Masters,Sales,1,84878,5009,89887
Marketing Associate,Female,28,1,Masters,Engineering,5,73685,4439,78124
IT,Female,27,1,Masters,Administration,2,55560,4449,60009
Software Engineer,Male,36,2,Masters,Administration,2,94745,5930,100675
Data Scientist,Female,43,2,PhD,Sales,3,106452,5346,111798
Sales Associate,Male,46,2,College,Management,2,95505,4549,100054
Software Engineer,Male,25,1,High School,Engineering,4,103181,4566,107747
Software Engineer,Male,40,2,Masters,Sales,1,120096,4690,124786
Warehouse Associate,Female,47,2,College,Administration,2,87575,4422,91997
Sales Associate,Male,51,3,High School,Management,2,98499,6274,104773
Driver,Female,60,2,PhD,Sales,3,113140,4079,117219
Manager,Male,56,2,PhD,Administration,4,152081,4621,156702
Data Scientist,Female,40,1,Masters,Management,5,100505,4626,105131
IT,Female,60,3,Masters,Management,2,104589,4536,109125
Manager,Male,36,2,Masters,Sales,3,134450,5214,139664
IT,Female,48,3,High School,Management,1,61081,6337,67418
Manager,Male,37,2,PhD,Operations,1,100819,5390,106209
Software Engineer,Male,64,2,PhD,Sales,5,157277,4844,162121
Marketing Associate,Female,51,2,High School,Management,2,79237,4453,83690
Driver,Male,20,2,High School,Sales,2,68175,5698,73873
Driver,Female,61,2,College,Management,4,108475,4489,112964
Software Engineer,Male,65,3,High School,Sales,2,122624,4165,126789
Graphic Designer,Female,34,1,College,Management,4,99942,5352,105294
Data Scientist,Female,58,2,PhD,Engineering,2,108296,4708,113004
Graphic Designer,Male,45,2,Masters,Management,2,101273,3817,105090
Sales Associate,Male,18,1,Masters,Administration,3,59334,5729,65063
Manager,Male,43,1,PhD,Management,4,152625,4702,157327
IT,Female,62,3,College,Sales,4,126370,6032,132402
Financial Analyst,Female,45,2,Masters,Administration,5,122142,5435,127577
Driver,Female,19,1,High School,Operations,4,75919,5613,81532
Data Scientist,Male,26,1,Masters,Operations,3,90526,4191,94717
IT,Female,47,2,PhD,Administration,3,103416,5536,108952
Manager,Male,59,3,College,Engineering,3,133910,5795,139705
Driver,Female,63,3,High School,Sales,1,104468,4466,108934
Sales Associate,Female,57,2,High School,Management,4,117202,5068,122270
Data Scientist,Female,51,1,PhD,Sales,5,139141,4969,144110
Warehouse Associate,Female,58,1,Masters,Management,4,134109,4184,138293
Sales Associate,Female,24,1,High School,Administration,2,66887,5014,71901
Data Scientist,Male,41,1,College,Operations,5,77839,4458,82297
Driver,Male,21,1,High School,Sales,2,61018,5513,66531
IT,Female,58,2,High School,Sales,4,124847,3100,127947
Financial Analyst,Female,33,2,PhD,Administration,1,50758,5386,56144
Graphic Designer,Female,34,1,PhD,Operations,3,75316,5861,81177
Driver,Male,54,3,PhD,Sales,2,118093,4115,122208
Software Engineer,Male,31,1,College,Operations,4,106503,5225,111728
Graphic Designer,Female,55,2,College,Administration,3,111502,4413,115915
Sales Associate,Female,47,1,PhD,Engineering,4,116642,4621,121263
Financial Analyst,Male,55,3,College,Operations,1,84683,4476,89159
IT,Female,45,2,PhD,Sales,4,113283,5404,118687
Marketing Associate,Female,48,2,High School,Administration,4,86538,4212,90750
Marketing Associate,Female,62,3,Masters,Engineering,2,77742,5430,83172
Software Engineer,Male,22,1,College,Sales,1,67913,4045,71958
Financial Analyst,Female,54,2,College,Sales,2,114171,3768,117939
Manager,Male,47,1,Masters,Engineering,4,155826,4964,160790
Graphic Designer,Female,63,2,College,Operations,4,106204,4534,110738
Graphic Designer,Female,38,1,High School,Administration,4,111041,3727,114768
Software Engineer,Male,62,2,PhD,Engineering,3,138184,4664,142848
Financial Analyst,Female,63,3,College,Sales,2,95795,5723,101518
Sales Associate,Male,60,3,High School,Administration,3,106798,5201,111999
Marketing Associate,Female,65,3,High School,Engineering,3,98575,5410,103985
Warehouse Associate,Male,37,2,Masters,Administration,1,82343,5232,87575
Software Engineer,Female,57,1,College,Engineering,3,117131,2324,119455
Sales Associate,Male,26,2,High School,Sales,2,78625,4073,82698
Financial Analyst,Male,27,2,PhD,Administration,4,99134,6255,105389
Marketing Associate,Female,20,2,College,Administration,2,38613,6079,44692
Marketing Associate,Female,26,2,College,Operations,1,62866,5114,67980
Graphic Designer,Male,44,1,Masters,Engineering,5,107818,5281,113099
Graphic Designer,Female,47,1,High School,Operations,5,108731,4793,113524
Manager,Male,21,1,College,Management,2,114621,3927,118548
Marketing Associate,Female,23,1,High School,Sales,2,47739,4829,52568
Data Scientist,Male,45,1,Masters,Operations,3,104290,3474,107764
Financial Analyst,Male,65,4,Masters,Sales,1,111403,5078,116481
IT,Male,52,2,College,Administration,5,93802,5404,99206
Manager,Male,30,1,High School,Sales,5,138163,3415,141578
Financial Analyst,Male,50,2,Masters,Operations,3,115613,3881,119494
Sales Associate,Female,18,1,Masters,Engineering,1,64920,4967,69887
Software Engineer,Female,36,1,PhD,Management,1,79177,3661,82838
Warehouse Associate,Male,25,1,College,Operations,1,64994,4310,69304
Driver,Male,53,3,PhD,Sales,2,100941,5992,106933
Manager,Male,55,1,High School,Management,5,163208,4095,167303
Sales Associate,Male,24,1,PhD,Operations,2,51837,4472,56309
Graphic Designer,Male,56,2,Masters,Management,4,114048,5097,119145
Manager,Female,59,2,High School,Management,2,136215,3603,139818
Marketing Associate,Female,55,3,High School,Administration,1,63327,4066,67393
Software Engineer,Male,64,2,PhD,Engineering,4,139068,4126,143194
Sales Associate,Male,63,2,Masters,Engineering,3,136209,3910,140119
Software Engineer,Male,55,2,PhD,Management,3,121910,4494,126404
Graphic Designer,Male,43,2,PhD,Management,2,82057,5268,87325
Sales Associate,Male,51,2,High School,Engineering,1,96023,4148,100171
Marketing Associate,Female,31,1,High School,Sales,3,52578,5538,58116
Driver,Female,61,2,College,Administration,4,114436,4249,118685
Marketing Associate,Female,56,2,Masters,Sales,4,99543,4442,103985
Sales Associate,Female,41,2,College,Sales,1,60983,5022,66005
Software Engineer,Male,49,3,Masters,Administration,1,82277,5460,87737
Marketing Associate,Female,23,1,College,Sales,2,55885,3795,59680
Graphic Designer,Male,29,1,Masters,Operations,3,73142,4712,77854
Graphic Designer,Male,53,2,High School,Operations,4,107065,3652,110717
Driver,Female,61,2,PhD,Engineering,2,107064,4202,111266
Marketing Associate,Female,56,2,High School,Operations,5,107370,4916,112286
Marketing Associate,Female,25,1,High School,Sales,1,39741,4981,44722
Sales Associate,Male,64,2,High School,Management,3,120579,4687,125266
Driver,Female,55,2,High School,Engineering,3,103242,4495,107737
Driver,Female,42,1,Masters,Sales,5,120112,5070,125182
Sales Associate,Female,61,2,High School,Sales,2,83308,3653,86961
Marketing Associate,Female,26,1,High School,Management,1,36585,4373,40958
Graphic Designer,Female,59,2,College,Engineering,4,115344,4827,120171
Sales Associate,Male,36,2,High School,Management,1,49553,5784,55337
IT,Female,54,2,Masters,Administration,3,96982,4750,101732
Financial Analyst,Female,24,1,High School,Management,4,80030,5481,85511
Driver,Male,58,2,College,Sales,4,110157,4275,114432
Financial Analyst,Female,32,1,High School,Administration,4,84047,4683,88730
Marketing Associate,Male,47,2,PhD,Sales,3,93054,4243,97297
Data Scientist,Female,53,2,Masters,Engineering,2,84764,4409,89173
Warehouse Associate,Female,61,1,Masters,Management,3,120277,4617,124894
Marketing Associate,Female,56,2,High School,Sales,3,81661,4965,86626
Manager,Female,45,1,High School,Engineering,5,149893,5120,155013
Software Engineer,Male,45,2,High School,Management,1,81515,5001,86516
Driver,Male,55,2,Masters,Operations,3,95898,4309,100207
Warehouse Associate,Male,42,2,PhD,Operations,3,90000,4774,94774
Manager,Male,60,3,High School,Management,2,111896,5597,117493
Driver,Male,53,1,Masters,Engineering,5,130082,4734,134816
Sales Associate,Female,60,2,PhD,Engineering,5,130417,4694,135111
Marketing Associate,Female,34,1,College,Engineering,2,38855,4503,43358
Software Engineer,Male,25,1,High School,Administration,4,81057,5259,86316
Data Scientist,Male,41,1,High School,Management,5,117215,4322,121537
Graphic Designer,Female,49,1,High School,Administration,4,96232,3697,99929
Financial Analyst,Male,64,1,PhD,Operations,5,141186,3415,144601
Manager,Male,52,2,High School,Operations,2,114943,3438,118381
Data Scientist,Male,43,1,PhD,Administration,4,107640,3896,111536
Manager,Male,31,2,College,Operations,1,80259,4791,85050
Marketing Associate,Female,48,1,College,Operations,5,86563,4415,90978
Data Scientist,Male,20,1,High School,Operations,2,61589,3990,65579
Warehouse Associate,Male,35,1,High School,Administration,2,74829,4263,79092
Graphic Designer,Female,44,1,Masters,Administration,2,72248,3634,75882
Sales Associate,Male,49,2,High School,Operations,3,91342,4516,95858
Sales Associate,Male,49,2,Masters,Operations,2,101140,4851,105991
Marketing Associate,Male,51,2,PhD,Sales,1,62600,4300,66900
Software Engineer,Male,21,1,High School,Engineering,2,65313,4685,69998
Manager,Male,41,1,College,Administration,5,123153,4111,127264
IT,Male,27,1,High School,Management,3,57500,3665,61165
Manager,Male,37,1,PhD,Administration,3,115604,4098,119702
Software Engineer,Male,18,1,High School,Sales,1,55555,4390,59945
Data Scientist,Male,58,1,PhD,Engineering,5,124166,3875,128041
IT,Male,50,2,Masters,Management,3,101050,3879,104929
Data Scientist,Female,56,1,College,Engineering,5,125828,3961,129789
Graphic Designer,Female,45,1,High School,Management,3,75017,5576,80593
Marketing Associate,Female,40,1,Masters,Engineering,4,100415,3871,104286
Manager,Female,57,1,Masters,Operations,3,145095,3889,148984
Data Scientist,Female,63,2,High School,Administration,5,115641,4339,119980
Software Engineer,Male,59,1,College,Sales,5,160460,2930,163390
Financial Analyst,Male,45,2,High School,Administration,2,85947,3909,89856
Financial Analyst,Female,48,1,College,Engineering,5,119058,4037,123095
Warehouse Associate,Female,56,1,College,Administration,4,106722,4044,110766
